ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res_unit,Spatial_res,Continent_Ocean,Country_EEZ,Threat_metric,Threat_data,Threat,Quantity_threats,threat_precision,threat_database,Pop_metric,Pop_data,pop_database,tax_res,tax_scope,tax_kingdom,plant_group,animal_group
23889,Fernandes_etal,2020,Observational,Marine,National,NA,NA,north atlantic,Portugal,database,Qualitative,2.4:Aqua;9.3:PollAgrFor;9.4:PollGarbSW;9.7:PollUnspec;8.1:SDAlienInv;3.3:Renew;1.3:DevRnR,7,level2,ESRI_2019;ICNF_2018,protected_area,Qualitative ,NA,other,other,other,na,na
23891,Fernández-Bellon,2020,S_Review,Terrestrial,Global,polygon,NA,na,na,literature,Quantitative,3.3:Renew,1,level2,NA,literature,Qualitative ,NA,genus,genus,animalia,na,bird
25210,Ferrarini_etal,2021,Observational,Terrestrial,Sub-national,polygon,NA,europe,Italy,survey,Quantitative,1.3:DevRnR;9.7:PollUnspec;7.2:WaterSystem,3,level2,NA,protected_area;survey,Qualitative ,Natura2000,class,class,animalia,na,bird
23893,Ferreguetti Á_etal,2018,Observational,Terrestrial,Local,polygon,NA,south america,Brazil,survey,Quantitative,5.1:UseAnimals,1,level2,NA,pchba,Qualitative ,BiodiversityHotspot,other,other,other,na,na
23903,Filius_etal,2020,Observational,Terrestrial,Local,polygon,NA,south america,Ecuador,survey,Quantitative,4.1:RoadRail,1,level2,NA,survey,Quantitative,NA,phylum,phylum,animalia,na,mammal;reptile;amphibia;bird
23904,Findlay_etal,2018,Observational,Marine,Sub-national,km2,25,north atlantic,United Kingdom,survey,Quantitative,2.4:Aqua;9.6:PollEnergy,2,level2,HebrideanWhaleAndDolphinTrust_HWDT,pchba,qualitative,NA,species,species,animalia,na,mammal
23905,Finer_etal,2008,Observational,Terrestrial,Multi-national,polygon,NA,south america,Brazil;Peru;Colombia;Bolivia,database,Qualitative,3.1:OilGas;4.2:UtilityLine,2,level2,GovernmentWebsites,protected_area,Qualitative ,NA,other,other,other,na,na
23906,Fiorini_etal,2017,Observational,Terrestrial,Sub-national,polygon,NA,europe,Italy,database,Qualitative,1.1:DevResid,1,level2,ItalianMilitaryGeographicalInstitute,protected_area,Qualitative ,NA,other,other,other,na,na
23909,Flechas_etal,2017,Observational,Terrestrial,Sub-national,polygon,NA,south america,Colombia,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,pchba;survey,Qualitative ,BiodiversityHotspot,class,class,animalia,na,amphibia
23912,Flory_etal,2012,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,database,Qualitative,8.1:SDAlienInv,1,level2,GovernmentRepository,database,Qualitative ,GovernemntRepository,order,order,animalia,na,mammal
23913,Floyd_etal,2006,Observational,Terrestrial,Local,polygon,NA,north america,United States,modelled;survey,Qualitative,7.1:FireSystem;8.1:SDAlienInv,2,level2,NA,protected_area,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
23915,Focardi_etal,2006,Observational,Freshwater,Multi-national,polygon,na,africa,Kenya;Tanzania;Uganda,rs,Qualitative,2.5:AgUncpec;9.3:PollAgrFor,2,level2,na,literature;rs,qualitative,NA,domain,domain,animalia;plantae,vegetation,fish
23917,Foden_etal,2013,Observational,Freshwater;Marine;Terrestrial,Global,km2,1,na,na,database,Quantitative,11.1:CC_Habitat,2,level1,NA,database,Quantitative,NA,kingdom,kingdom,animalia,na,bird;amphibia;invertebrates
23920,Fonnesbeck_etal,2008,Observational,Marine,Local,km2,16,north atlantic,United States,modelled;survey,Quantitative,4.3:ShipLane,1,level2,NA,survey,Quantitative,NA,species,species,animalia,na,mammal
23922,Foo and Numata,2019,Observational,Terrestrial,Local,m,30,asia,Malaysia,rs,Qualitative,1.4:DevUnspec;2.5:AgUncpec,2,level2,na,protected_area;rs,qualitative,NA,kingdom,kingdom,plantae,forest,na
23927,Fort_etal,2013,Observational,Marine,Multi-national,polygon,NA,arctic ocean;north atlantic,Greenland;Canada;Iceland;Faeroe,database,Qualitative,3.1:OilGas;11.1:CC_Habitat;4.3:ShipLane,3,level2,Various,rs,Qualitative ,NA,species,species,animalia,na,bird
23929,Fortini Lucas_etal,2019,Observational,Terrestrial,Sub-national,m,500,north america,United States,survey,Quantitative,8.4:SDUnknownO,1,level2,NA,survey,Qualitative ,NA,species,species,plantae,magnoliopsida,na
23932,Foveau_etal,2017,Observational,Marine,Sub-national,degrees,0.03,north atlantic,United Kingdom,database;rs,Quantitative,5.4:UseAquatic,1,level2,ICESofSpatialFisheryData,survey,Quantitative,NA,kingdom,kingdom,animalia,na,animal
23936,Foxcroft_etal,2007,Observational,Freshwater,Sub-national,polygon,NA,africa,South Africa,modelled;survey,Qualitative,8.1:SDAlienInv,1,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
23937,Foxcroft_etal,2009,Observational,Freshwater,Sub-national,km2,25,africa,South Africa,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
23938,Francesco_etal,2019,Observational,Terrestrial,Local,polygon,NA,europe,Italy,database;rs,Qualitative,1.1:DevResid;1.2:DevComInd;1.3:DevRnR;2.1:AgNTC;2.2:AgWood;2.3:AgLivestock;4.1:RoadRail,7,level1,CorineLandCover,database,Quantitative,NationalEcologicalNetwork,class,class,animalia,na,mammal
23941,Fraschetti_etal,2016,Observational,Marine,Local,polygon,NA,mediterranean,Italy,survey,Qualitative,3.1:OilGas,1,level2,NA,survey,Qualitative ,NA,phylum,phylum,animalia,na,invertebrates
23946,Fremout_etal,2020,Observational,Terrestrial,Multi-national,arc_seconds,30,south america,Ecuador;Peru,database,Qualitative,2.1:AgNTC;5.2:UsePlant;7.1:FireSystem;11.1:CC_Habitat,4,level2,Various,database;modelled,Quantitative,Various,species,species,plantae,magnoliopsida,na
23951,Fryxell_etal,2020,Observational,Terrestrial,Sub-national,NA,NA,north america,Canada,modelled;survey,Qualitative,2.2:AgWood,1,level2,NA,modelled;survey,Quantitative,NA,species,species,animalia,na,mammal
23953,Fuentes_etal,2016,Observational,Marine;Terrestrial,Sub-national,polygon,m,north atlantic,United States,database;rs,Quantitative,1.1:DevResid;9.6:PollEnergy,2,level2,na,database,quantitative,GovernmentRepositories,species,family,animalia,na,reptile
23955,Fugère_etal,2018,Observational,Freshwater,Local,polygon,na,africa,Uganda,survey,Qualitative,2.1:AgNTC,1,level2,na,protected_area,qualitative,NA,other,other,other,na,na
23957,Furlan_etal,2018,Observational,Marine,Multi-national,km2,100,mediterranean,Italy;Croatia;Slovenia;Albania;Bosnia and Herzegovina;Serbia,database;modelled,Quantitative,5.4:UseAquatic;1.2:DevComInd;3.1:OilGas;4.2:UtilityLine;4.3:ShipLane;9.4:PollGarbSW;9.2:PollIndMil;3.2:MinQuar;8.1:SDAlienInv;11.3:CC_Temp;11.1:CC_Habitat,11,cumulative,Various,database;modelled,Quantitative,Various,order,domain,animalia;plantae,liliopsida,invertebrates
23958,Furlan_etal,2019,Observational,Marine,Multi-national,polygon,NA,mediterranean,Italy;Croatia;Slovenia;Albania;Bosnia and Herzegovina;Serbia,database;modelled,Quantitative,1.2:DevComInd;3.1:OilGas;2.4:Aqua;4.2:UtilityLine;4.3:ShipLane;9.2:PollIndMil;9.6:PollEnergy;9.1:PollDWW,8,cumulative,Various,database;protected_area,Qualitative ,NA,order,domain,animalia;plantae,liliopsida,invertebrates
23960,Gabriel_etal,2012,Observational,Terrestrial,Sub-national,polygon,na,north america,United States,survey,Quantitative,5.1:UseAnimals,1,level2,na,survey,qualitative,NA,species,species,animalia,na,mammal
23964,Gaines_etal,2005,Observational,Freshwater;Terrestrial,Local,ha,10,north america,United States,modelled;survey,Quantitative,9.2:PollIndMil,1,level2,na,modelled;rs;survey,quantitative,NA,species,species,animalia,na,mammal
23967,Gairola_etal,2016,Observational,Terrestrial,Local,m,0.5,africa,South Africa,rs,Qualitative,8.1:SDAlienInv,1,level2,na,rs,qualitative,NA,species,kingdom,plantae,magnoliopsida;vegetation,na
23968,Gaisberger_etal,2017,Observational,Terrestrial,Sub-national,arc_seconds,2.5,africa,Burkina Faso,database;expert,Quantitative,5.2:UsePlant;2.3:AgLivestock;7.1:FireSystem;2.1:AgNTC;3.2:MinQuar;11.1:CC_Habitat,6,level2,Various,expert,Qualitative ,NA,species,phylum,plantae,magnoliopsida,na
23969,Gaisberger_etal,2020,Observational,Terrestrial,Multi-national,arc_seconds,30,asia,Kyrgyzstan;Tajikistan;Uzbekistan,database;expert;literature;modelled,Qualitative,11.1:CC_Habitat;2.3:AgLivestock;5.2:UsePlant,3,level2,na,survey,qualitative,NA,species,species,plantae,magnoliopsida,na
23975,Gallagher_etal,2008,Observational,Terrestrial,Local,m,10,north america,United States,survey,Quantitative,9.2:PollIndMil,1,level2,na,survey,qualitative,NA,kingdom,kingdom,plantae,vegetation,na
23977,Gallagher_etal,2019,Observational,Terrestrial,Continental,km2,10000,australasia,Australia,database;modelled,Quantitative,11.1:CC_Habitat;11.3:CC_Temp,2,level2,AtlasOfLivingAustralia_api.ala.org.au,database,Qualitative ,AtlasOfLivingAustralia_api.ala.org.au,kingdom,kingdom,plantae,vegetation,na
23978,Gallão and Bichuette,2018,Observational,Terrestrial,Sub-national,polygon,NA,south america,Brazil,database,Qualitative,2.1:AgNTC;2.3:AgLivestock;3.2:MinQuar;7.2:WaterSystem;9.7:PollUnspec;4.1:RoadRail;3.3:Renew;9.3:PollAgrFor;6.1:ActivRnR,9,level2,NA,database,Qualitative ,IUCNredlist,kingdom,kingdom,animalia,na,animal
23979,Gallardo and Aldridge,2013,Observational,Freshwater,Continental,km2,16,europe,na,database,Qualitative,8.1:SDAlienInv,1,level2,GlobalBiodiversityInformationFacility_GBIF,database,Qualitative ,GlobalBiodiversityInformationFacility_GBIF,species,kingdom,animalia,na,invertebrates;invertebrates
23980,Gallardo_etal,2017,Observational,Freshwater;Marine;Terrestrial,Continental,arc_seconds,30,europe,na,database,Quantitative,8.1:SDAlienInv,1,level2,Various,protected_area,quantitative,NA,other,other,other,na,na
23982,Gallego-Zamorano_etal,2020,Observational,Terrestrial,Global,arc_seconds,30,na,na,database;modelled,Qualitative,1.1:DevResid;2.1:AgNTC;2.2:AgWood;2.3:AgLivestock;5.1:UseAnimals,5,level2,ESA_2017,database,Qualitative ,IUCNredlist,species,class,animalia,na,mammal
23985,Gaoue and Ticktin,2007,Observational,Terrestrial,National,polygon,na,africa,Benin,survey,Qualitative,5.2:UsePlant,1,level2,na,survey,qualitative,NA,species,species,plantae,magnoliopsida,na
23988,Garcês_etal,2019,Observational,Terrestrial,Sub-national,polygon,na,europe,Portugal,database,Quantitative,1.1:DevResid;1.2:DevComInd;2.5:AgUncpec;3.3:Renew;4.1:RoadRail;4.2:UtilityLine;5.1:UseAnimals;5.4:UseAquatic;7.1:FireSystem;7.2:WaterSystem;9.4:PollGarbSW,11,level2,Wildlife Rehabilitation Centre,database,quantitative,NA,class,class,animalia,na,bird
23989,Garcia_etal,2014,Observational,Freshwater;Terrestrial,Multi-national,degrees,1,africa,"Angola;Botswana;Benin;Burundi;Chad;Congo;Zaire;Cameroon;Central African Republic;Djibouti;Equatorial Guinea;Ethiopia;Gambia, The; Gabon;Ghana;Guinea;Ivory Coast;Kenya;Liberia;Lesotho;Malawi;Mali;Eritrea; Nigeria;Niger;Rwanda;South Africa;Sierra Leone;Sudan;Togo;Tanzania, United Republic of; Uganda;Burkina Faso;Namibia;Swaziland;Zambia;Zimbabwe",database;literature,Quantitative,11.3:CC_Temp;11.1:CC_Habitat,2,level2,NA,database,Quantitative,Various,class,class,animalia,na,amphibia
23991,García-Barcelona_etal,2010,Observational,Marine,Sub-national,polygon,NA,mediterranean,Spain,survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,class,class,animalia,na,bird
23992,Garcia-Carrasco_etal,2020,Observational,Terrestrial,Local,polygon,NA,south america,Ecuador,survey,Quantitative,4.1:RoadRail,1,level2,NA,survey,Quantitative,NA,class,class,animalia,na,bird
23993,Garcia-De-Vinuesa_etal,2018,Observational,Marine,Local,km2,1,mediterranean,Spain,survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Quantitative,NA,class,class,animalia,na,Fish
23997,Gargan_etal,2011,Observational,Freshwater,Local,polygon,NA,europe,Ireland,survey,Qualitative,7.2:WaterSystem,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,Fish
24000,Garrard_etal,2016,Observational,Terrestrial,Local,m,200,asia,Nepal,rs,Qualitative,2.5:AgUncpec;2.3:AgLivestock;1.1:DevResid;6.1:ActivRnR;5.3:UseWood;1.3:DevRnR,6,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
24001,Garratt_etal,2019,Observational,Marine;Terrestrial,Local,m,6,north atlantic,United Kingdom,survey,Quantitative,9.6:PollEnergy,1,level2,NA,survey,Quantitative,NA,phylum,phylum,animalia,na,invertebrates
24003,Garrote_etal,2018,Observational,Terrestrial,Sub-national,polygon,na,europe,Spain,database;modelled,Qualitative,4.1:RoadRail,1,level2,Andalusian Regional ministry of the Environment,database,qualitative,GovernmentData,species,species,animalia,na,mammal
24013,Genovart_etal,2017,Observational,Marine,Multi-national,degrees,0.1,mediterranean,Spain;France,modelled,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Quantitative,NA,species,species,animalia,na,bird
24016,Gerlach,2002,Observational,Terrestrial,Local,polygon,NA,north america,United States,survey,Qualitative,8.1:SDAlienInv,1,level2,NA,protected_area,Qualitative ,NA,other,other,other,na,na
24024,Ghorbani_etal,2014,Observational,Terrestrial,Sub-national,polygon,NA,asia,Iran,survey,Qualitative,5.2:UsePlant,1,level2,NA,survey,Qualitative ,NA,family,family,plantae,magnoliopsida,na
24025,Ghulam_etal,2015,Observational,Terrestrial,Local,m,30,africa,Madagascar,rs,Quantitative,2.5:AgUncpec,1,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest,na
24029,Gibson_etal,2018,Observational,Terrestrial,Local,polygon,na,north america,United States,database,Qualitative,4.2:UtilityLine,1,level2,EnvironmentalSystemsResearchInstitute_CA,survey,qualitative,NA,species,species,animalia,na,bird
24030,Giersch_etal,2015,Observational,Terrestrial,Local,NA,NA,north america,United States,survey,Quantitative,11.3:CC_Temp,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,invertebrates
24034,Gillen and Kiviat,2012,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,literature,Qualitative,3.1:OilGas,1,level2,NA,database,Qualitative ,IUCNredlist; USDA; NaturServe;BAMONA,species,domain,animalia;plantae,liliopsida;magnoliopsida,amphibia;fish;invertebrates;mammal
24036,Gilman_etal,2008,Experimental,Marine,Local,NA,NA,north pacific,Hawaii,modelled;survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,class,class,animalia,na,bird
24038,Gimpel_etal,2013,Observational,Marine,Local,km2,5,north atlantic,Germany,literature,Qualitative,3.2:MinQuar;3.3:Renew;5.4:UseAquatic,3,level2,na,literature,quantitative,NA,species,species,animalia,na,Fish
24039,Giordano_etal,2008,Observational,Terrestrial,Local,polygon,na,south america,Argentina,literature,Qualitative,2.1:AgNTC;2.3:AgLivestock,2,level1,na,rs,qualitative,NA,species,species,animalia,na,bird
24042,Girardet_etal,2015,Observational,Terrestrial,Sub-national,m,10,europe,France,survey,Quantitative,4.1:RoadRail,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
24050,Goldberg_etal,2020,Observational,Marine;Terrestrial,Global,m,30,na,na,rs,Qualitative,1.1:DevResid;1.2:DevComInd;2.1:AgNTC;2.4:Aqua;3.1:OilGas;3.2:MinQuar,6,level1,na,rs,qualitative,NA,phylum,phylum,plantae,mangrove,na
24053,Gomez_etal,2014,Observational,Freshwater,Local,degrees,0.05,south america,Argentina,database;expert;rs,Qualitative,1.1:DevResid,1,level1,ArgentineanGeorgraphicINstitute,survey,Quantitative,NA,species,species,animalia,na,mammal
24055,Gomez_etal,2017,Observational,Marine,Sub-national,km2,1,north atlantic,Canada,database,Qualitative,4.3:ShipLane;3.1:OilGas,2,level2,C-NSOPB.ns.ca,database,Qualitative ,DFO;OBIS;NARWC,species,order,animalia,na,mammal
24060,González-Andrés_etal,2020,Observational,Marine,Local,degrees,0.03,north pacific,Costa Rica,survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Qualitative ,NA,species,phylum,animalia,na,Fish;Fish
24062,Gonzalez-Quevedo_etal,2014,Observational,Terrestrial,Sub-national,polygon,NA,europe,Spain,survey,Qualitative,8.2:SDNativProb,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,bird
24064,Gonzalez-Suarez_etal,2013,Observational,Marine;Terrestrial,Global,degrees,2,na,na,database,Quantitative,1.4:DevUnspec;11.5:CC_other;2.5:AgUncpec;3.4:EnergUnspec;4.5.UnspecLine;5.1:UseAnimals;5.2:UsePlant;5.3:UseWood;5.4:UseAquatic;6.3:Other;7.3:OtherSystem;8.1:SDAlienInv;9.7:PollUnspec,12,cumulative,IUCNredlist,database,qualitative,IUCNredlist,class,class,animalia,na,mammal
24065,González-Suárez_etal,2018,Observational,Terrestrial,National,degrees,1,south america,Brazil,database;literature,Quantitative,4.1:RoadRail,1,level2,na,database;literature,quantitative,NA,class,phylum,animalia,na,bird;mammal
24067,Good_etal,2020,Observational,Marine,Sub-national,arc_minutes,4.8,north pacific,United States,modelled,Quantitative,9.4:PollGarbSW,1,level2,NA,survey,Quantitative,NA,species,class,animalia,na,bird
24078,Graham_etal,2016,Observational,Terrestrial,Global,km2,1,na,na,database,Quantitative,11.1:CC_Habitat;11.3:CC_Temp,2,level2,CMIP3,database,Quantitative,IUCNredlist,family,family,animalia,na,mammal
24079,Grainger_etal,2018,Observational,Terrestrial,Multi-national,km2,1,asia,Myanmar (Burma);Brunei;Cambodia;Indonesia;Laos;Malaysia;Philippines;Singapore;Thailand;Vietnam,database;modelled,Quantitative,5.1:UseAnimals,1,cumulative,CIESIN and CIAT,database,Quantitative,IUCNredlist,family,family,animalia,na,bird
24086,Grecchi_etal,2014,Observational,Freshwater;Terrestrial,Sub-national,NA,NA,south america,Brazil,rs,Qualitative,2.1:AgNTC;2.3:AgLivestock;1.1:DevResid,3,level1,NA,pchba;rs,Qualitative ,BiodiversityHotspot,kingdom,kingdom,plantae,vegetation,na
24088,Grech and Marsh,2008,Observational,Marine,Sub-national,NA,NA,south pacific,Australia,expert,Qualitative,5.4:UseAquatic;4.3:ShipLane;9.3:PollAgrFor;9.2:PollIndMil,4,cumulative,NA,rs,Qualitative ,NA,species,species,animalia,na,mammal
24087,Grech_etal,2008,Observational,Marine,Sub-national,NA,NA,south pacific,Australia,modelled,Qualitative,5.4:UseAquatic,1,level2,NA,rs,Qualitative ,NA,species,species,animalia,na,mammal
24094,Grenouillet and Comte,2014,Observational,Freshwater,National,km2,64,europe,France,modelled,Qualitative,11.1:CC_Habitat,1,level2,NA,modelled,Qualitative ,NA,species,phylum,animalia,na,fish
24096,Grigolato_etal,2018,Observational,Terrestrial,Local,polygon,NA,europe,Italy,modelled;survey,Quantitative,5.3:UseWood;9.6:PollEnergy,2,cumulative,NA,protected_area,Qualitative ,NA,other,other,other,na,na
24101,Guerra_etal,2017,Observational,Terrestrial,Local,polygon,NA,south america,Brazil,literature,Qualitative,1.1:DevResid;2.5:AgUncpec,2,level1,NA,pchba;survey,Qualitative ,BiodiversityHotspot,kingdom,kingdom,plantae,forest,na
24104,Guerrini_etal,2019,Observational,Marine,Sub-national,NA,NA,europe,Italy;France,modelled,Quantitative,9.4:PollGarbSW,1,level2,NA,modelled,Qualitative ,NA,species,species,animalia,na,mammal
24107,Gül and Griffen,2018,Observational,Marine,Local,polygon,NA,north america,United States,survey,Qualitative,6.1:ActivRnR,1,level2,NA,survey,Qualitative ,NA,family,family,animalia,na,invertebrates
24108,Gumbs_etal,2020,Observational,Terrestrial,Global,degrees,1,na,na,pcm,Quantitative,1.1:DevResid;1.2:DevComInd;1.3:DevRnR;2.1:AgNTC;2.3:AgLivestock;4.1:RoadRail;9.6:PollEnergy,7,cumulative,HFI,database,Quantitative,GARD_GlobalAssessmentOfReptileDistributions,class,class,animalia,na,reptile
24110,Gunson_etal,2012,Observational,Terrestrial,Local,m,15,north america,Canada,database;modelled,Qualitative,4.1:RoadRail,1,level2,Ontario Road Network,database,qualitative,NA,class,class,animalia,na,amphibia;reptile
24112,Guo_etal,2005,Observational,Terrestrial,Sub-national,km2,1,north america,United States,modelled;survey,Quantitative,8.1:SDAlienInv,1,level2,NA,survey,Qualitative ,NA,phylum,phylum,plantae,magnoliopsida,na
24113,Guo_etal,2018,Observational,Terrestrial,Global,degrees,0.5,na,na,database;literature,Quantitative,11.3:CC_Temp;11.1:CC_Habitat,2,level1,chelsa-climate.org; lta.cr.usgs.gov; crudata.uea.ac.uk,literature,Qualitative ,NA,domain,domain,animalia;plantae,plant,animal
24114,Gutiérrez_etal,2020,Observational,Terrestrial,Local,km2,1,europe,Spain,survey,Quantitative,1.4:DevUnspec,1,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,bird
24120,Hager_etal,2013,Observational,Terrestrial,Local,NA,NA,north america,United States,modelled;survey,Quantitative,1.4:DevUnspec,1,level1,NA,modelled;survey,Quantitative,NA,class,class,animalia,na,bird
24122,Haines_etal,2010,Observational,Terrestrial,Sub-national,m,90,north america,United States,database,Quantitative,1.1:DevResid;2.1:AgNTC;2.3:AgLivestock;5.3:UseWood;4.1:RoadRail;7.1:FireSystem,6,level1,BirdofNorthAmerica; IdahoCWCS,database,Quantitative,IdahoVertebrateMonitoringDatabase,class,class,animalia,na,bird
24123,Hajiahmadi and Amanollahi,2018,Observational,Terrestrial,Local,NA,NA,asia,Indonesia,modelled,Qualitative,2.5:AgUncpec,1,level1,NA,protected_area,Qualitative ,NA,other,other,other,na,na
24125,Halpern_etal,2008,Observational,Marine,Global,NA,NA,na,na,modelled,Qualitative,9.3:PollAgrFor;9.2:PollIndMil;9.1:PollDWW;1.4:DevUnspec,4,cumulative,NA,literature;modelled,Qualitative ,NA,domain,domain,animalia;plantae,ecosystem,ecosystem
24126,Halpern_etal,2009,Observational,Marine;Terrestrial,Global,polygon,NA,na,na,modelled,Qualitative,9.3:PollAgrFor;9.2:PollIndMil;1.2:DevComInd;6.3:Other,4,cumulative,NA,modelled,Qualitative ,NA,domain,domain,animalia;plantae,ecosystem,ecosystem
24127,Halpern_etal,2009,Observational,Marine,Sub-national,km2,1,north pacific,United States,database,Quantitative,9.3:PollAgrFor;9.2:PollIndMil;9.1:PollDWW;1.2:DevComInd;6.1:ActivRnR;3.4:EnergUnspec;11.1:CC_Habitat;9.6:PollEnergy;9.5:PollAir;4.3:ShipLane;8.1:SDAlienInv;9.4:PollGarbSW;2.4:Aqua;5.4:UseAquatic;3.1:OilGas;11.3:CC_Temp,16,cumulative,Various,literature,Qualitative ,NA,domain,domain,animalia;plantae,ecosystem,ecosystem
24128,Halpern_etal,2015,Observational,Marine,Global,km2,1,na,na,modelled,Quantitative,5.4:UseAquatic;11.3:CC_Temp;11.5:CC_other;1.4:DevUnspec;3.1:OilGas;9.1:PollDWW;9.2:PollIndMil;9.3:PollAgrFor;4.3:ShipLane;1.2:DevComInd;3.1:OilGas;4.3:ShipLane;5.4:UseAquatic;8.1:SDAlienInv;9.3:PollAgrFor;11.1:CC_Habitat;11.3:CC_Temp;11.5:CC_other,9,level2,NA,modelled,Qualitative ,NA,domain,domain,animalia;plantae,ecosystem,ecosystem
24129,Hamilton_etal,2016,Observational,Marine,Local,polygon,NA,south pacific,Solomon Islands,survey,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Quantitative,NA,species,species,animalia,na,fish
24133,Hammouda_etal,2019,Observational,Terrestrial,Local,polygon,na,africa,Algeria,survey,Qualitative,2.3:AgLivestock,1,level2,na,rs;survey,qualitative,NA,species,phylum,plantae,liliopsida;magnoliopsida,na
24138,Han_etal,2019,Observational,Freshwater;Terrestrial,Sub-national,km2,16,asia,China,database,Qualitative,1.4:DevUnspec;2.5:AgUncpec,2,level1,RESDC_ChineseAcademyofSciences,database,Qualitative ,RESDC_ChineseAcademyofSciences,kingdom,kingdom,plantae,forest;habitat,na
24139,Han_etal,2019,Observational,Terrestrial,Sub-national,km2,km2,asia,China,literature,Qualitative,1.1:DevResid;2.3:AgLivestock;4.1:RoadRail,3,cumulative,QinghaiStatisticalYearbook_2015,database;survey,quantitative,ChineseVirtualHerbarium_cvh.ac.cn,kingdom,kingdom,plantae,plant,na
24140,Handley_etal,2020,Observational,Marine,Sub-national,NA,NA,southern ocean,South Georgia and the South Sandwich Islands,database,Qualitative,5.4:UseAquatic,1,level2,NA,database,Qualitative ,Various,species,phylum,animalia,na,bird;mammal
24145,Hao_etal,2018,Observational,Terrestrial,Sub-national,km2,1,asia,China,rs,Quantitative,2.3:AgLivestock,1,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
24149,Hari_etal,2014,Observational,Terrestrial,Sub-national,m,500,asia,India,modelled;rs,Qualitative,4.1:RoadRail;1.1:DevResid;8.1:SDAlienInv;2.5:AgUncpec,4,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,vegetation,na
24150,Harik_etal,2017,Observational,Terrestrial,Local,m,15,africa;asia;europe,France;Italy;Lebanon;Tunisia,modelled;rs,Quantitative,1.1:DevResid;1.2:DevComInd;3.1:OilGas;1.3:DevRnR;4.3:ShipLane;2.5:AgUncpec,6,cumulative,NA,database,Quantitative,NA,domain,domain,animalia;plantae,plant,animal
24153,Harris_etal,2014,Observational,Terrestrial,Local,arc_seconds,30,asia,Indonesia,database,Qualitative,2.5:AgUncpec,1,level2,Miettinenetal_2011,database,Qualitative ,Miettinenetal_2011,kingdom,kingdom,plantae,forest,na
24154,Harris_etal,2017,Observational,Marine,Multi-national,degrees,5,indian ocean,South Africa;Mozambique;Madagascar,database,Quantitative,5.4:UseAquatic;3.1:OilGas,2,level2,IOTC_2015; InfieldSystemsLimited_2014,rs;survey,Quantitative,NA,species,family,animalia,na,reptile
24155,Harrison_etal,2011,Observational,Terrestrial,Sub-national,polygon,NA,asia,Indonesia,expert,Quantitative,5.1:UseAnimals,1,level2,NA,expert,Quantitative,NA,family,family,animalia,na,mammal
24156,Harsch and Hillerislambers,2016,Observational,Terrestrial,Sub-national,polygon,NA,north america,Canada;United States,database,Qualitative,11.1:CC_Habitat;11.3:CC_Temp,2,level1,Various,database,Qualitative ,NA,kingdom,kingdom,plantae,plant,na
24158,Hart_etal,2014,Observational,Marine,Sub-national,km2,100,north atlantic,United States,database,Quantitative,3.1:OilGas;5.4:UseAquatic,2,level2,NOAA,rs;survey,Quantitative,NA,species,family,animalia,na,reptile
24159,Hart_etal,2018,Observational,Marine,Sub-national,km2,100,north atlantic,United States;Mexico,database,Quantitative,3.1:OilGas;9.2:PollIndMil;1.2:DevComInd;5.4:UseAquatic;4.3:ShipLane,5,cumulative,Various,rs;survey,Quantitative,NA,species,family,animalia,na,reptile
24160,Hassan_etal,2018,Observational,Terrestrial,Local,m,10,asia,Bangladesh,rs,Qualitative,6.2:WarConflict,1,level2,NA,rs,Qualitative ,NA,kingdom,kingdom,plantae,forest,na
24162,Hauser_etal,2018,Observational,Marine,Multi-national,NA,NA,arctic ocean,Canada;Russia;Greenland,literature;modelled,Qualitative,4.3:ShipLane,1,level2,NA,literature,Qualitative ,NA,species,class,animalia,na,mammal
24163,Hausmann_etal,2019,Observational,Terrestrial,Global,km2,1,na,na,other,Quantitative,6.1:ActivRnR,1,level2,SocialMedia,pchba,Qualitative ,IBAs,other,other,other,na,na
