ArticleID,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,database,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,database,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,database,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,database,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,database,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,database,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,literature,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,literature,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,literature,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,literature,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,literature,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,literature,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23374,3.1:OilGas,3,survey,Quantitative,6,level2,multiple sources,Oil & Gas Drilling,Energy Production & Mining
23374,3.2:MinQuar,3,survey,Quantitative,6,level2,multiple sources,Mining & Quarrying,Energy Production & Mining
23374,4.1:RoadRail,4,survey,Quantitative,6,level2,multiple sources,Roads & Railroads,Transportation & Service Corridors
23374,5.1:UseAnimals,5,survey,Quantitative,6,level2,multiple sources,Hunting & Collecting Animals,Biological Resource Use
23374,6.2:WarConflict,6,survey,Quantitative,6,level2,multiple sources,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23374,6.3:Other,6,survey,Quantitative,6,level2,multiple sources,Work & Other Activities,Human Intrusions & Disturbance
23378,9.6:PollEnergy,9,survey,Qualitative,2,level2,,"Excess Energy (Light, Heat, Sound)",Pollution
23378,6.3:Other,6,survey,Qualitative,2,level2,,Work & Other Activities,Human Intrusions & Disturbance
23384,5.3:UseWood,5,modelled,Quantitative,1,level2,,Logging & Wood Harvesting,Biological Resource Use
23384,5.3:UseWood,5,survey,Quantitative,1,level2,,Logging & Wood Harvesting,Biological Resource Use
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23383,11.3:CC_Temp,11,literature,Quantitative,2,level2,Halpern et al 2008,Temperature Extremes,Climate Change & Severe Weather
23383,9.7:PollUnspec,9,literature,Quantitative,2,level2,Halpern et al 2008,Pollution (Unspecified),Pollution
23390,4.1:RoadRail,4,database,Qualitative,1,level2,EuropeanComission2013; ERF2011,Roads & Railroads,Transportation & Service Corridors
23391,8.1:SDAlienInv,8,rs,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species
23398,8.1:SDAlienInv,8,modelled,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species
23399,1.1:DevResid,1,database,Quantitative,7,cumulative,,Housing & Urban Areas,Residential & Commercial Development
23399,1.2:DevComInd,1,database,Quantitative,7,cumulative,,Commercial & Industrial Areas,Residential & Commercial Development
23399,1.3:DevRnR,1,database,Quantitative,7,cumulative,,Tourism & Recreation Areas,Residential & Commercial Development
23399,2.1:AgNTC,2,database,Quantitative,7,cumulative,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23399,2.3:AgLivestock,2,database,Quantitative,7,cumulative,,Livestock Farming & Ranching,Agriculture & Aquaculture
23399,4.1:RoadRail,4,database,Quantitative,7,cumulative,,Roads & Railroads,Transportation & Service Corridors
23399,9.6:PollEnergy,9,database,Quantitative,7,cumulative,,"Excess Energy (Light, Heat, Sound)",Pollution
23402,11.3:CC_Temp,11,literature,Qualitative,1,level2,,Temperature Extremes,Climate Change & Severe Weather
23402,11.3:CC_Temp,11,modelled,Qualitative,1,level2,,Temperature Extremes,Climate Change & Severe Weather
23404,1.4:DevUnspec,1,rs,Qualitative,1,level1,,Development (Unspecified),Residential & Commercial Development
23404,1.4:DevUnspec,1,rs,Qualitative,1,level1,,Development (Unspecified),Residential & Commercial Development
23405,1.1:DevResid,1,modelled,Quantitative,2,level2,,Housing & Urban Areas,Residential & Commercial Development
23405,1.4:DevUnspec,1,modelled,Quantitative,2,level2,,Development (Unspecified),Residential & Commercial Development
23405,4.1:RoadRail,4,modelled,Quantitative,2,level2,,Roads & Railroads,Transportation & Service Corridors
23407,8.1:SDAlienInv,8,modelled,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species
23409,2.1:AgNTC,2,rs,Qualitative,2,level2,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23409,5.3:UseWood,5,rs,Qualitative,2,level2,,Logging & Wood Harvesting,Biological Resource Use
23412,5.1:UseAnimals,5,survey,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use
23412,5.1:UseAnimals,5,survey,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use
23418,3.2:MinQuar,3,database,Quantitative,2,level2,ACLED_Raleigh_2010; ipisresearch.be,Mining & Quarrying,Energy Production & Mining
23418,6.2:WarConflict,6,database,Quantitative,2,level2,ACLED_Raleigh_2010; ipisresearch.be,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23418,3.2:MinQuar,3,database,Quantitative,2,level2,ACLED_Raleigh_2010; ipisresearch.be,Mining & Quarrying,Energy Production & Mining
23418,6.2:WarConflict,6,database,Quantitative,2,level2,ACLED_Raleigh_2010; ipisresearch.be,"War, Civil Unrest & Military Exercises",Human Intrusions & Disturbance
23424,2.3:AgLivestock,2,database,Quantitative,4,cumulative,FAO; King'sCollegeDatabaseofDams; WorldPetroleumAssessment,Livestock Farming & Ranching,Agriculture & Aquaculture
23424,2.1:AgNTC,2,database,Quantitative,4,cumulative,FAO; King'sCollegeDatabaseofDams; WorldPetroleumAssessment,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23424,1.2:DevComInd,1,database,Quantitative,4,cumulative,FAO; King'sCollegeDatabaseofDams; WorldPetroleumAssessment,Commercial & Industrial Areas,Residential & Commercial Development
23424,3.1:OilGas,3,database,Quantitative,4,cumulative,FAO; King'sCollegeDatabaseofDams; WorldPetroleumAssessment,Oil & Gas Drilling,Energy Production & Mining
23424,2.3:AgLivestock,2,literature,Quantitative,4,cumulative,FAO; King'sCollegeDatabaseofDams; WorldPetroleumAssessment,Livestock Farming & Ranching,Agriculture & Aquaculture
